"missing_points","mean","max","min","Estimator","diff","par"
10,1.15154049426299,1.1565659568094,1.14196343765566,"MLE",0.0146025191537402,"R"
11,1.15224938582818,1.15808245278337,1.14308033480251,"MLE",0.0150021179808617,"R"
12,1.15061071046792,1.15763905811378,1.14203027018693,"MLE",0.0156087879268543,"R"
13,1.15294061616999,1.15773929409064,1.14476381295778,"MLE",0.0129754811328557,"R"
14,1.15276713301307,1.15839141088095,1.14220679445058,"MLE",0.0161846164303785,"R"
15,1.15209270180292,1.15836485709853,1.14215676448503,"MLE",0.0162080926135064,"R"
16,1.15219231702105,1.15868552207283,1.14323216041662,"MLE",0.0154533616562091,"R"
17,1.15241059393827,1.15914777985569,1.1420950294018,"MLE",0.0170527504538871,"R"
18,1.15299802363311,1.15891199365039,1.14231507654799,"MLE",0.0165969171023925,"R"
19,1.15257281064152,1.16020540990343,1.14027492019467,"MLE",0.0199304897087589,"R"
20,1.15170641572848,1.15801329843036,1.14183299326652,"MLE",0.0161803051638392,"R"
21,1.15158563031714,1.15882913157886,1.13901098004504,"MLE",0.0198181515338118,"R"
22,1.15323475801643,1.16085963344639,1.14023104930707,"MLE",0.0206285841393219,"R"
23,1.15188511137735,1.15981584029208,1.13910646281589,"MLE",0.0207093774761868,"R"
24,1.1517225770461,1.16129236196727,1.1407576795143,"MLE",0.020534682452972,"R"
25,1.15195332339195,1.16372729506182,1.13999193990881,"MLE",0.0237353551530042,"R"
26,1.15180049871903,1.15949197439415,1.13911516720973,"MLE",0.0203768071844275,"R"
27,1.15198124752137,1.16346703851897,1.13907731622303,"MLE",0.0243897222959424,"R"
28,1.15246030239666,1.15988497769444,1.14192846105802,"MLE",0.0179565166364133,"R"
29,1.15149340671122,1.15918814447706,1.13526134372376,"MLE",0.0239268007532996,"R"
30,1.15251078877805,1.16239317450308,1.14000132752615,"MLE",0.0223918469769311,"R"
