"est","label","ending.day","ending.date","parameter"
0.429937689212515,"LSE",339,2021-01-04,"beta"
0.502941615716549,"LSE",340,2021-01-05,"beta"
0.552093238621872,"LSE",341,2021-01-06,"beta"
0.58778745525687,"LSE",342,2021-01-07,"beta"
0.613286819335995,"LSE",343,2021-01-08,"beta"
0.633458535395394,"LSE",344,2021-01-09,"beta"
0.659164784158327,"LSE",345,2021-01-10,"beta"
0.679222954425422,"LSE",346,2021-01-11,"beta"
0.701763646124258,"LSE",347,2021-01-12,"beta"
0.727934747118748,"LSE",348,2021-01-13,"beta"
0.73639926578107,"LSE",349,2021-01-14,"beta"
0.753080808085115,"LSE",350,2021-01-15,"beta"
0.768291473928545,"LSE",351,2021-01-16,"beta"
0.790353120303285,"LSE",352,2021-01-17,"beta"
0.800752864175504,"LSE",353,2021-01-18,"beta"
0.82152236700824,"LSE",354,2021-01-19,"beta"
0.834912063281371,"LSE",355,2021-01-20,"beta"
0.856257288766895,"LSE",356,2021-01-21,"beta"
0.862030099700838,"LSE",357,2021-01-22,"beta"
0.86306178015621,"LSE",358,2021-01-23,"beta"
0.871784074129433,"LSE",359,2021-01-24,"beta"
0.887064119053226,"LSE",360,2021-01-25,"beta"
0.903291449747298,"LSE",361,2021-01-26,"beta"
0.898621065467703,"LSE",362,2021-01-27,"beta"
0.910058601226267,"LSE",363,2021-01-28,"beta"
0.9077885667703,"LSE",364,2021-01-29,"beta"
0.912921567112907,"LSE",365,2021-01-30,"beta"
0.907653854624251,"LSE",366,2021-01-31,"beta"
0.920455962985874,"LSE",367,2021-02-01,"beta"
0.923441740150933,"LSE",368,2021-02-02,"beta"
0.921107070452423,"LSE",369,2021-02-03,"beta"
0.932221647664214,"LSE",370,2021-02-04,"beta"
0.931563120150617,"LSE",371,2021-02-05,"beta"
0.922831869823159,"LSE",372,2021-02-06,"beta"
0.930878674683776,"LSE",373,2021-02-07,"beta"
0.921935476870952,"LSE",374,2021-02-08,"beta"
0.922189287092754,"LSE",375,2021-02-09,"beta"
0.929901366034507,"LSE",376,2021-02-10,"beta"
0.922257982737776,"LSE",377,2021-02-11,"beta"
0.938702951318008,"LSE",378,2021-02-12,"beta"
0.925665575685393,"LSE",379,2021-02-13,"beta"
0.925914305295719,"LSE",380,2021-02-14,"beta"
0.901811199741126,"LSE",381,2021-02-15,"beta"
0.934206525091377,"LSE",382,2021-02-16,"beta"
0.923866263443919,"LSE",383,2021-02-17,"beta"
0.92100330569674,"LSE",384,2021-02-18,"beta"
0.926651368501678,"LSE",385,2021-02-19,"beta"
0.921740937193526,"LSE",386,2021-02-20,"beta"
0.911389950072568,"LSE",387,2021-02-21,"beta"
0.917568121587874,"LSE",388,2021-02-22,"beta"
0.91570970000386,"LSE",389,2021-02-23,"beta"
0.904234735393848,"LSE",390,2021-02-24,"beta"
0.920315520827337,"LSE",391,2021-02-25,"beta"
0.905140384471216,"LSE",392,2021-02-26,"beta"
0.899402319629928,"LSE",393,2021-02-27,"beta"
0.903313854387949,"LSE",394,2021-02-28,"beta"
0.891078182677415,"LSE",395,2021-03-01,"beta"
0.910995856765841,"LSE",396,2021-03-02,"beta"
0.903448478286255,"LSE",397,2021-03-03,"beta"
0.888874254939052,"LSE",398,2021-03-04,"beta"
0.895126205944395,"LSE",399,2021-03-05,"beta"
0.887506921889088,"LSE",400,2021-03-06,"beta"
0.897248641223853,"LSE",401,2021-03-07,"beta"
0.893032774919576,"LSE",402,2021-03-08,"beta"
0.889767584433114,"LSE",403,2021-03-09,"beta"
0.888852612989187,"LSE",404,2021-03-10,"beta"
0.8709919,"LSE",405,2021-03-11,"beta"
0.66063779300725,"MLE",336,2021-01-01,"beta"
0.66846720300725,"MLE",337,2021-01-02,"beta"
0.67580454300725,"MLE",338,2021-01-03,"beta"
0.68265722300725,"MLE",339,2021-01-04,"beta"
0.72998071300725,"MLE",340,2021-01-05,"beta"
0.73827284300725,"MLE",341,2021-01-06,"beta"
0.73021798300725,"MLE",342,2021-01-07,"beta"
0.74263677300725,"MLE",343,2021-01-08,"beta"
0.75122970300725,"MLE",344,2021-01-09,"beta"
0.76357461300725,"MLE",345,2021-01-10,"beta"
0.75587211300725,"MLE",346,2021-01-11,"beta"
0.769906924695158,"MLE",347,2021-01-12,"beta"
0.77291704747808,"MLE",348,2021-01-13,"beta"
0.776509279261976,"MLE",349,2021-01-14,"beta"
0.790217019007646,"MLE",350,2021-01-15,"beta"
0.791706660828356,"MLE",351,2021-01-16,"beta"
0.778959146549211,"MLE",352,2021-01-17,"beta"
0.789918520802098,"MLE",353,2021-01-18,"beta"
0.797749895018418,"MLE",354,2021-01-19,"beta"
0.794097603702725,"MLE",355,2021-01-20,"beta"
0.801083651684959,"MLE",356,2021-01-21,"beta"
0.80135191944265,"MLE",357,2021-01-22,"beta"
0.808092350489284,"MLE",358,2021-01-23,"beta"
0.808191806486754,"MLE",359,2021-01-24,"beta"
0.81657424967708,"MLE",360,2021-01-25,"beta"
0.811544235028654,"MLE",361,2021-01-26,"beta"
0.813568361906122,"MLE",362,2021-01-27,"beta"
0.807611163709762,"MLE",363,2021-01-28,"beta"
0.818625973950824,"MLE",364,2021-01-29,"beta"
0.816747627197681,"MLE",365,2021-01-30,"beta"
0.822979146989081,"MLE",366,2021-01-31,"beta"
0.825150227395077,"MLE",367,2021-02-01,"beta"
0.82091733181821,"MLE",368,2021-02-02,"beta"
0.822754502333801,"MLE",369,2021-02-03,"beta"
0.822287147176724,"MLE",370,2021-02-04,"beta"
0.823758271376493,"MLE",371,2021-02-05,"beta"
0.826857677648651,"MLE",372,2021-02-06,"beta"
0.82355294589977,"MLE",373,2021-02-07,"beta"
0.827965277370159,"MLE",374,2021-02-08,"beta"
0.832927864678732,"MLE",375,2021-02-09,"beta"
0.829520355844415,"MLE",376,2021-02-10,"beta"
0.836068076919775,"MLE",377,2021-02-11,"beta"
0.831396416160417,"MLE",378,2021-02-12,"beta"
0.837230796805724,"MLE",379,2021-02-13,"beta"
0.831273971176134,"MLE",380,2021-02-14,"beta"
0.833805116002842,"MLE",381,2021-02-15,"beta"
0.824575408693663,"MLE",382,2021-02-16,"beta"
0.832268018132676,"MLE",383,2021-02-17,"beta"
0.835110624839858,"MLE",384,2021-02-18,"beta"
0.836274667928617,"MLE",385,2021-02-19,"beta"
0.842264980516389,"MLE",386,2021-02-20,"beta"
0.842010568315052,"MLE",387,2021-02-21,"beta"
0.835996245362246,"MLE",388,2021-02-22,"beta"
0.837734792067855,"MLE",389,2021-02-23,"beta"
0.837695851265933,"MLE",390,2021-02-24,"beta"
0.843429817741454,"MLE",391,2021-02-25,"beta"
0.83495644786308,"MLE",392,2021-02-26,"beta"
0.840916700721684,"MLE",393,2021-02-27,"beta"
0.845077016236903,"MLE",394,2021-02-28,"beta"
0.841248707272902,"MLE",395,2021-03-01,"beta"
0.838726350056072,"MLE",396,2021-03-02,"beta"
0.839399535035472,"MLE",397,2021-03-03,"beta"
0.840161095140222,"MLE",398,2021-03-04,"beta"
0.837121011470744,"MLE",399,2021-03-05,"beta"
0.837255613254029,"MLE",400,2021-03-06,"beta"
0.837237967028375,"MLE",401,2021-03-07,"beta"
0.833194804442684,"MLE",402,2021-03-08,"beta"
0.840435834832024,"MLE",403,2021-03-09,"beta"
0.837514668142911,"MLE",404,2021-03-10,"beta"
0.8390785,"MLE",405,2021-03-11,"beta"
1.43862012169425,"LSE",336,2021-01-01,"R"
1.28815014165608,"LSE",337,2021-01-02,"R"
1.22959927310854,"LSE",338,2021-01-03,"R"
1.20120574630008,"LSE",339,2021-01-04,"R"
1.18599074830442,"LSE",340,2021-01-05,"R"
1.17656852833241,"LSE",341,2021-01-06,"R"
1.1690655959272,"LSE",342,2021-01-07,"R"
1.16295316055911,"LSE",343,2021-01-08,"R"
1.15743064969533,"LSE",344,2021-01-09,"R"
1.15432687217439,"LSE",345,2021-01-10,"R"
1.15182808915011,"LSE",346,2021-01-11,"R"
1.14999917143918,"LSE",347,2021-01-12,"R"
1.150146488264,"LSE",348,2021-01-13,"R"
1.1479603015206,"LSE",349,2021-01-14,"R"
1.1476206630734,"LSE",350,2021-01-15,"R"
1.14748795338301,"LSE",351,2021-01-16,"R"
1.14841723028592,"LSE",352,2021-01-17,"R"
1.14716223214818,"LSE",353,2021-01-18,"R"
1.14826403850275,"LSE",354,2021-01-19,"R"
1.14811466576468,"LSE",355,2021-01-20,"R"
1.14984160200016,"LSE",356,2021-01-21,"R"
1.14899397046763,"LSE",357,2021-01-22,"R"
1.14765429013546,"LSE",358,2021-01-23,"R"
1.1477910339483,"LSE",359,2021-01-24,"R"
1.14916045168365,"LSE",360,2021-01-25,"R"
1.15144597665804,"LSE",361,2021-01-26,"R"
1.14914716887172,"LSE",362,2021-01-27,"R"
1.1505297021026,"LSE",363,2021-01-28,"R"
1.14982257080733,"LSE",364,2021-01-29,"R"
1.15053460305909,"LSE",365,2021-01-30,"R"
1.14894316132806,"LSE",366,2021-01-31,"R"
1.15121305808097,"LSE",367,2021-02-01,"R"
1.15131444965069,"LSE",368,2021-02-02,"R"
1.15026443153694,"LSE",369,2021-02-03,"R"
1.15238594706393,"LSE",370,2021-02-04,"R"
1.15196955427563,"LSE",371,2021-02-05,"R"
1.15022702354823,"LSE",372,2021-02-06,"R"
1.15157776247673,"LSE",373,2021-02-07,"R"
1.15008205429776,"LSE",374,2021-02-08,"R"
1.14992119759298,"LSE",375,2021-02-09,"R"
1.15111964952739,"LSE",376,2021-02-10,"R"
1.15000057003275,"LSE",377,2021-02-11,"R"
1.15318454589326,"LSE",378,2021-02-12,"R"
1.1506082410164,"LSE",379,2021-02-13,"R"
1.1509997024425,"LSE",380,2021-02-14,"R"
1.14698395195607,"LSE",381,2021-02-15,"R"
1.15247758219276,"LSE",382,2021-02-16,"R"
1.15080171267907,"LSE",383,2021-02-17,"R"
1.15058327080701,"LSE",384,2021-02-18,"R"
1.15163196956075,"LSE",385,2021-02-19,"R"
1.1508142483558,"LSE",386,2021-02-20,"R"
1.14929398867233,"LSE",387,2021-02-21,"R"
1.15046547136417,"LSE",388,2021-02-22,"R"
1.15028320884218,"LSE",389,2021-02-23,"R"
1.1487298422013,"LSE",390,2021-02-24,"R"
1.15162147245793,"LSE",391,2021-02-25,"R"
1.14923298272331,"LSE",392,2021-02-26,"R"
1.14843672887066,"LSE",393,2021-02-27,"R"
1.14945471489235,"LSE",394,2021-02-28,"R"
1.14733214601137,"LSE",395,2021-03-01,"R"
1.1514834079896,"LSE",396,2021-03-02,"R"
1.15015731846778,"LSE",397,2021-03-03,"R"
1.14776341852648,"LSE",398,2021-03-04,"R"
1.14941228425983,"LSE",399,2021-03-05,"R"
1.14796501862185,"LSE",400,2021-03-06,"R"
1.1501862274727,"LSE",401,2021-03-07,"R"
1.14952034903908,"LSE",402,2021-03-08,"R"
1.14922609043509,"LSE",403,2021-03-09,"R"
1.14919217657815,"LSE",404,2021-03-10,"R"
1.14634452972525,"LSE",405,2021-03-11,"R"
1.21562687261758,"MLE",336,2021-01-01,"R"
1.20224202568345,"MLE",337,2021-01-02,"R"
1.23620807656723,"MLE",338,2021-01-03,"R"
1.17947081948305,"MLE",339,2021-01-04,"R"
1.18042435764714,"MLE",340,2021-01-05,"R"
1.17148509854898,"MLE",341,2021-01-06,"R"
1.16741294255132,"MLE",342,2021-01-07,"R"
1.16749866928273,"MLE",343,2021-01-08,"R"
1.16489117874768,"MLE",344,2021-01-09,"R"
1.16417117476632,"MLE",345,2021-01-10,"R"
1.16080488901165,"MLE",346,2021-01-11,"R"
1.16030004164667,"MLE",347,2021-01-12,"R"
1.15817899508623,"MLE",348,2021-01-13,"R"
1.15734922891909,"MLE",349,2021-01-14,"R"
1.16018330804196,"MLE",350,2021-01-15,"R"
1.15891274586238,"MLE",351,2021-01-16,"R"
1.15409503436333,"MLE",352,2021-01-17,"R"
1.1552139324867,"MLE",353,2021-01-18,"R"
